parent_sku,product,full_product_name,color,sizes,variation_skus,copy_only_no_extension,website_filename,product_id
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A18-abu,caviamisty,caviamisty.jpg,41418481397
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A18-coksu,caviasoftbrown,caviasoftbrown.jpg,41418481397
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A14-coksu,diffasoftbrown,diffasoftbrown.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A14-pink,diffapink,diffapink.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A14-biru,diffamistyblue,diffamistyblue.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A14-hijau,diffamossgreen,diffamossgreen.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A14-taro,diffataro,diffataro.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A14-abu,diffamisty,diffamisty.jpg,41320699591
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Hitam,S/M/L,7010,rheahitam,rheahitam.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Maron,M/S/L,7010,rheamaroon,rheamaroon.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Abu Tua,M/S/L,7010,rheaabutua,rheaabutua.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Salem,L/S/M,7010,rheasalem,rheasalem.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Cokelat Tua,L/M/S,7010,rheacoklattua,rheacoklattua.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Khaki,M/S/L,7010,rheakhaki,rheakhaki.jpg,41075632399
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Dusty Pink,,A11-pink,davinapink,davinapink.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Misty Blue,,A11-biru,davinamistyblue,davinamistyblue.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Moss Green,,A11-hijau,davinamossgreen,davinamossgreen.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Taro,,A11-taro,davinataro,davinataro.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Misty,,A11-abu,davinamisty,davinamisty.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Soft Brown,,A11-coksu,davinasoftbrown,davinasoftbrown.jpg,41070682640
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Dusty Pink,,A40-pink,aylapink,aylapink.jpg,41022229828
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Misty Blue,,A40-biru,aylamistyblue,aylamistyblue.jpg,41022229828
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Moss Green,,A40-hijau,aylamossgreen,aylamossgreen.jpg,41022229828
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Taro,,A40-ungu,aylataro,aylataro.jpg,41022229828
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Misty,,A40-abu,aylamisty,aylamisty.jpg,41022229828
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Soft Brown,,A40-coksu,aylasoftbrown,aylasoftbrown.jpg,41022229828
A07,Sarah Coquette Lace Tie Off,Sarah Coquette Lace Tie Off Shoulder Pointed Hem Top Wanita Korean Style Soft Knit Premium Casual - MOCHI Series,Sky Blue,,A07-biru,sarahskyblue,sarahskyblue.jpg,40816072453
A07,Sarah Coquette Lace Tie Off,Sarah Coquette Lace Tie Off Shoulder Pointed Hem Top Wanita Korean Style Soft Knit Premium Casual - MOCHI Series,Dusty Pink,,A07-pink,sarahpink,sarahpink.jpg,40816072453
A07,Sarah Coquette Lace Tie Off,Sarah Coquette Lace Tie Off Shoulder Pointed Hem Top Wanita Korean Style Soft Knit Premium Casual - MOCHI Series,Soft Brown,,A07-coksu,sarahsoftbrown,sarahsoftbrown.jpg,40816072453
A07,Sarah Coquette Lace Tie Off,Sarah Coquette Lace Tie Off Shoulder Pointed Hem Top Wanita Korean Style Soft Knit Premium Casual - MOCHI Series,Misty,,A07-abu,sarahmisty,sarahmisty.jpg,40816072453
A02,Sierra Coquette Lace Bow Ruched,Sierra Coquette Lace Bow Ruched Round Neck Oval Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Dusty Pink,,A02-pink,sierrapink,sierrapink.jpg,40466058510
A02,Sierra Coquette Lace Bow Ruched,Sierra Coquette Lace Bow Ruched Round Neck Oval Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Sky Blue,,A02-biru,sierraskyblue,sierraskyblue.jpg,40466058510
A02,Sierra Coquette Lace Bow Ruched,Sierra Coquette Lace Bow Ruched Round Neck Oval Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Soft Brown,,A02-coksu,sierrasoftbrown,sierrasoftbrown.jpg,40466058510
A02,Sierra Coquette Lace Bow Ruched,Sierra Coquette Lace Bow Ruched Round Neck Oval Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Misty,,A02-abu,sierramisty,sierramisty.jpg,40466058510
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Putih,,A21-putih,cachaputih,cachaputih.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Taro,,A21-taro,cachataro,cachataro.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Dark Choco,,A21-coktua,cachadarkchoco,cachadarkchoco.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Misty Blue,,A21-biru,cachamistyblue,cachamistyblue.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Misty,,A21-abu,cachamisty,cachamisty.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Soft Brown,,A21-coksu,cachasoftbrown,cachasoftbrown.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Dusty Pink,,A21-pink,cachapink,cachapink.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Moss Green,,A21-hijau,cachamossgreen,cachamossgreen.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Hitam,,A21-hitam,cachahitam,cachahitam.jpg,40418542564
A21,Cacha Coquette Lace Bow 2,Cacha Coquette Lace Bow 2 In 1 Crop Cardigan Set Wanita Korean Style Soft Knit Premium Bell Sleeve Fit Body Casual,Maroon,,A21-marun,cachamaroon,cachamaroon.jpg,40418542564
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Putih,,A43-putih,noireputih,noireputih.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Dark Choco,,A43-coktua,noiredarkchoco,noiredarkchoco.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Baby Blue,,A43-birmuda,noirebabyblue,noirebabyblue.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Navy,,A43-navy,noirenavy,noirenavy.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Maron,,A43-maron,noiremaroon,noiremaroon.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Soft Brown,,A43-coksu,noiresoftbrown,noiresoftbrown.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Hitam,,A43-hitam,noirehitam,noirehitam.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Dusty Pink,,A43-pink,noirepink,noirepink.jpg,40330209513
A43,Noire Gold Ring One Shoulder,Noire Gold Ring One Shoulder Top Wanita Korean Style Soft Knit Premium Asymmetric Draped Fit Body Casual,Misty,,A43-abu,noiremisty,noiremisty.jpg,40330209513
A06,Sasha Coquette Triple Bow Lace,Sasha Coquette Triple Bow Lace Layered Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Dusty Pink,,A06-pink,sashapink,sashapink.jpg,40066089917
A06,Sasha Coquette Triple Bow Lace,Sasha Coquette Triple Bow Lace Layered Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Soft Brown,,A06-coksu,sashasoftbrown,sashasoftbrown.jpg,40066089917
A06,Sasha Coquette Triple Bow Lace,Sasha Coquette Triple Bow Lace Layered Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Misty,,A06-abu,sashamisty,sashamisty.jpg,40066089917
A06,Sasha Coquette Triple Bow Lace,Sasha Coquette Triple Bow Lace Layered Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Sky Blue,,A06-biru,sashaskyblue,sashaskyblue.jpg,40066089917
A38,Virly Ruched Waist V-Neck Cardigan,Virly Ruched Waist V-Neck Cardigan Wanita Korean Style Soft Knit Premium Fit Body Casual,Putih,,A38-putih,virlyputih,virlyputih.jpg,28643509129
A38,Virly Ruched Waist V-Neck Cardigan,Virly Ruched Waist V-Neck Cardigan Wanita Korean Style Soft Knit Premium Fit Body Casual,Hitam,,A38-hitam,virlyhitam,virlyhitam.jpg,28643509129
A38,Virly Ruched Waist V-Neck Cardigan,Virly Ruched Waist V-Neck Cardigan Wanita Korean Style Soft Knit Premium Fit Body Casual,Maroon,,A38-marun,virlymaroon,virlymaroon.jpg,28643509129
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A19-coksu,cindysoftbrown,cindysoftbrown.jpg,28141392638
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A19-pink,cindypink,cindypink.jpg,28141392638
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A19-biru,cindymistyblue,cindymistyblue.jpg,28141392638
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A19-hijau,cindymossgreen,cindymossgreen.jpg,28141392638
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Baby blue,,A19-birmud,cindybabyblue,cindybabyblue.jpg,28141392638
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A19-taro,cindytaro,cindytaro.jpg,28141392638
A19,Cindy Button Detail Draped One,Cindy Button Detail Draped One Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A19-abu,cindymisty,cindymisty.jpg,28141392638
A24,Cecil Bow Tie Strap Off,Cecil Bow Tie Strap Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A24-biru,cecilmistyblue,cecilmistyblue.jpg,27641115225
A24,Cecil Bow Tie Strap Off,Cecil Bow Tie Strap Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A24-hijau,cecilmossgreen,cecilmossgreen.jpg,27641115225
A24,Cecil Bow Tie Strap Off,Cecil Bow Tie Strap Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A24-taro,ceciltaro,ceciltaro.jpg,27641115225
A24,Cecil Bow Tie Strap Off,Cecil Bow Tie Strap Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A24-misty,cecilmisty,cecilmisty.jpg,27641115225
A24,Cecil Bow Tie Strap Off,Cecil Bow Tie Strap Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A24-coksu,cecilsoftbrown,cecilsoftbrown.jpg,27641115225
A24,Cecil Bow Tie Strap Off,Cecil Bow Tie Strap Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A24-pink,cecilpink,cecilpink.jpg,27641115225
A16,Cynthia Square Neck Pointed Hem,Cynthia Square Neck Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Misty Blue,,A16-biru,cynthiamistyblue,cynthiamistyblue.jpg,27541109650
A16,Cynthia Square Neck Pointed Hem,Cynthia Square Neck Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Moss Green,,A16-hijau,cynthiamossgreen,cynthiamossgreen.jpg,27541109650
A16,Cynthia Square Neck Pointed Hem,Cynthia Square Neck Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Taro,,A16-taro,cynthiataro,cynthiataro.jpg,27541109650
A16,Cynthia Square Neck Pointed Hem,Cynthia Square Neck Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Misty,,A16-abu,cynthiamisty,cynthiamisty.jpg,27541109650
A16,Cynthia Square Neck Pointed Hem,Cynthia Square Neck Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Soft Brown,,A16-coksu,cynthiasoftbrown,cynthiasoftbrown.jpg,27541109650
A16,Cynthia Square Neck Pointed Hem,Cynthia Square Neck Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Dusty Pink,,A16-pink,cynthiapink,cynthiapink.jpg,27541109650
A03,Sally Coquette Multiway Lace Bow,Sally Coquette Multiway Lace Bow Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Soft Brown,,A03-coksu,sallysoftbrown,sallysoftbrown.jpg,27290308731
A03,Sally Coquette Multiway Lace Bow,Sally Coquette Multiway Lace Bow Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Misty,,A03-abu,sallymisty,sallymisty.jpg,27290308731
A03,Sally Coquette Multiway Lace Bow,Sally Coquette Multiway Lace Bow Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Sky Blue,,A03-biru,sallyskyblue,sallyskyblue.jpg,27290308731
A03,Sally Coquette Multiway Lace Bow,Sally Coquette Multiway Lace Bow Top Wanita Korean Style Soft Knit Premium Fit Body Casual - MOCHI Series,Dusty Pink,,A03-pink,sallypink,sallypink.jpg,27290308731
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Maron,,A28-maron,tiaramaroon,tiaramaroon.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Moss Green,,A28-hijau,tiaramossgreen,tiaramossgreen.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Dusty Pink,,A28-pink,tiarapink,tiarapink.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Hitam,,A28-hitam,tiarahitam,tiarahitam.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Soft Brown,,A28-coksu,tiarasoftbrown,tiarasoftbrown.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Misty,,A28-abu,tiaramisty,tiaramisty.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Taro,,A28-taro,tiarataro,tiarataro.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Misty Blue,,A28-biru,tiaramistyblue,tiaramistyblue.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Dark Choco,,A28-coktua,tiaradarkchoco,tiaradarkchoco.jpg,26841115121
A28,Tiara One Shoulder Pointed Hem,Tiara One Shoulder Pointed Hem Top Wanita Korean Style Premium Fit Body Casual,Putih,,A28-putih,tiaraputih,tiaraputih.jpg,26841115121
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Tocsa,M/L/XL,A01,stevytosca,stevytosca.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Hitam,L/M/XL,A01,stevyhitam,stevyhitam.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Misty,XL/M/L,A01,stevymisty,stevymisty.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Maron,M/XL/L,A01,stevymaroon,stevymaroon.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Ash grey,XL/M/L,A01,stevyashgrey,stevyashgrey.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Cokelat,M/XL/L,A01,stevycoklat,stevycoklat.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Dusty Pink,M/XL/L,A01,stevypink,stevypink.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Soft Brown,L/M/XL,A01,stevysoftbrown,stevysoftbrown.jpg,26840369369
A01,Stevy Lace Bow Knit Top,Stevy Lace Bow Knit Top Wanita Korean Style Stretch Knit Renda Coquette Y2K Casual - MOCHI Series,Sky Blue,L/M/XL,A01,stevyskyblue,stevyskyblue.jpg,26840369369
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A29-taro,clairetaro,clairetaro.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Hitam,,A29-hitam,clairehitam,clairehitam.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A29-biru,clairemistyblue,clairemistyblue.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A29-coksu,clairesoftbrown,clairesoftbrown.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A29-abu,clairemisty,clairemisty.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dark Choco,,A29-coktua,clairedarkchoco,clairedarkchoco.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Putih,,A29-putih,claireputih,claireputih.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A29-pink,clairepink,clairepink.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A29-hijau,clairemossgreen,clairemossgreen.jpg,26741111516
A29,Claire One Shoulder Asymmetric Knit,Claire One Shoulder Asymmetric Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Maron,,A29-maron,clairemaroon,clairemaroon.jpg,26741111516
7017,Lovely Collar Crop Top Bordir,Lovely Collar Crop Top Bordir Love Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Cokelat Tua,S/M/L,7017,lovelycoklattua,lovelycoklattua.jpg,25247990914
7017,Lovely Collar Crop Top Bordir,Lovely Collar Crop Top Bordir Love Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Abu Tua,S/L/M,7017,lovelyabutua,lovelyabutua.jpg,25247990914
7017,Lovely Collar Crop Top Bordir,Lovely Collar Crop Top Bordir Love Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Salem,S/M/L,7017,lovelysalem,lovelysalem.jpg,25247990914
7017,Lovely Collar Crop Top Bordir,Lovely Collar Crop Top Bordir Love Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Maroon,S/L/M,7017,lovelymaroon,lovelymaroon.jpg,25247990914
7017,Lovely Collar Crop Top Bordir,Lovely Collar Crop Top Bordir Love Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Khaki,M/S/L,7017,lovelykhaki,lovelykhaki.jpg,25247990914
7017,Lovely Collar Crop Top Bordir,Lovely Collar Crop Top Bordir Love Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Hitam,S/M/L,7017,lovelyhitam,lovelyhitam.jpg,25247990914
S01,Luvita Ribbed Knit Two Set,Luvita Ribbed Knit Two Set Long Sleeve & Long Pants Wanita Korean Style Fit Body Casual,Cream,,S01-cream,luvitacream,luvitacream.jpg,24446933507
S01,Luvita Ribbed Knit Two Set,Luvita Ribbed Knit Two Set Long Sleeve & Long Pants Wanita Korean Style Fit Body Casual,Hitam,,S01-hitam,luvitahitam,luvitahitam.jpg,24446933507
S01,Luvita Ribbed Knit Two Set,Luvita Ribbed Knit Two Set Long Sleeve & Long Pants Wanita Korean Style Fit Body Casual,Biru,,S01-biru,luvitabiru,luvitabiru.jpg,24446933507
S01,Luvita Ribbed Knit Two Set,Luvita Ribbed Knit Two Set Long Sleeve & Long Pants Wanita Korean Style Fit Body Casual,Hijau,,S01-hijau,luvitahijau,luvitahijau.jpg,24446933507
